B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label,B*B,B*C,B+C,B/C,B-C,B*H,B+H,B/H,B-H,B*K,B+K,B/K,B-K,B*N,B+N,B/N,B-N,C/B,C-B,C*C,C*H,C+H,C/H,C-H,C*K,C+K,C/K,C-K,C*N,C+N,C/N,C-N,H/B,H-B,H/C,H-C,H*H,H*K,H+K,H/K,H-K,H*N,H+N,H/N,H-N,K/B,K-B,K/C,K-C,K/H,K-H,K*K,K*N,K+N,K/N,K-N,N/B,N-B,N/C,N-C,N/H,N-H,N/K,N-K,N*N
29.83,3.5,0.165,0,216.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,1,7,0,0,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936,950.4889,138.73499999999999,35.33,6.851111111111111,26.33,35.91695,31.994999999999997,26.46351931330472,29.665,30.83,31.83,30.83,29.83,6690.11,247.82999999999998,0.142073732718894,-186.17000000000002,0.1459617255919559,-26.33,20.25,5.2425,5.665,3.8626609442060085,3.335,4.5,5.5,4.5,3.5,976.5,221.5,0.020737327188940093,-212.5,0.03778786895880636,-29.665,0.2588888888888889,-3.335,1.3572250000000001,1.165,2.165,1.165,0.16500000000000004,252.805,218.165,0.005368663594470046,-215.835,0.032435939020434644,-29.83,0.2222222222222222,-3.5,0.8583690987124464,-0.16500000000000004,1,217.0,218.0,0.004608294930875576,-216.0,7.038598767434317,186.17000000000002,48.22222222222222,212.5,186.26609442060087,215.835,217.0,216.0,47089.0
38.92,1.75,0.5,0,300.0,2,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.07246376811594203,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,8,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.71875,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936,1593.6064000000001,109.78,42.67,14.516363636363637,37.17,59.88,41.42,26.613333333333333,38.42,39.92,40.92,39.92,38.92,12015.92,340.92,0.132624584717608,-261.08,0.0688877755511022,-37.17,7.5625,4.125,4.25,1.8333333333333333,1.25,2.75,3.75,2.75,1.75,827.75,303.75,0.009136212624584718,-298.25,0.0375751503006012,-38.42,0.5454545454545454,-1.25,2.25,1.5,2.5,1.5,0.5,451.5,302.5,0.0049833887043189366,-299.5,0.0250501002004008,-38.92,0.36363636363636365,-1.75,0.6666666666666666,-0.5,1,301.0,302.0,0.0033222591362126247,-300.0,7.540080160320641,261.08,109.45454545454545,298.25,200.66666666666666,299.5,301.0,300.0,90601.0
19.42,7.25,0.04,1,100.0,1,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.5905797101449275,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,9,7,0,1,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5555555555555556,0.5909090909090909,0.9295774647887324,0.2702702702702703,0.5609756097560976,0.5367088607594936,416.97640000000007,168.465,28.67,2.4751515151515155,12.170000000000002,21.236800000000002,21.46,19.634615384615387,19.380000000000003,40.84,22.42,10.21,18.42,2062.42,121.42,0.2021782178217822,-80.58,0.40401567091087165,-12.170000000000002,68.0625,8.58,9.29,7.9326923076923075,7.21,16.5,10.25,4.125,6.25,833.25,109.25,0.08168316831683169,-92.75,0.050930460333006855,-19.380000000000003,0.12606060606060607,-7.21,1.0816000000000001,2.08,3.04,0.52,-0.96,105.04,102.04,0.010297029702970298,-99.96,0.0979431929480901,-18.42,0.24242424242424243,-6.25,1.923076923076923,0.96,4,202.0,103.0,0.019801980198019802,-99.0,4.94613124387855,80.58,12.242424242424242,92.75,97.11538461538461,99.96,50.5,99.0,10201.0
52.42,1.5,3.75,0,0.0,350,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.043478260869565216,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,3,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.7894736842105263,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936,2853.6964000000003,133.55,55.92,21.368000000000002,50.92,253.745,58.17,11.246315789473684,48.67,53.42,54.42,53.42,52.42,53.42,54.42,53.42,52.42,0.04679895170348184,-50.92,6.25,11.875,7.25,0.5263157894736842,-2.25,2.5,3.5,2.5,1.5,2.5,3.5,2.5,1.5,0.0889180082366155,-48.67,1.9,2.25,22.5625,4.75,5.75,4.75,3.75,4.75,5.75,4.75,3.75,0.018719580681392737,-52.42,0.4,-1.5,0.21052631578947367,-3.75,1,1.0,2.0,1.0,0.0,0.018719580681392737,-52.42,0.4,-1.5,0.21052631578947367,-3.75,1.0,0.0,1.0
32.25,1.5,0.25,0,372.0,122,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936,1105.5625,83.125,35.75,13.3,30.75,41.5625,34.5,26.6,32.0,33.25,34.25,33.25,32.25,12402.25,406.25,0.08914209115281502,-339.75,0.07518796992481203,-30.75,6.25,3.125,3.75,2.0,1.25,2.5,3.5,2.5,1.5,932.5,375.5,0.006702412868632708,-370.5,0.03759398496240601,-32.0,0.5,-1.25,1.5625,1.25,2.25,1.25,0.25,466.25,374.25,0.003351206434316354,-371.75,0.03007518796992481,-32.25,0.4,-1.5,0.8,-0.25,1,373.0,374.0,0.002680965147453083,-372.0,11.218045112781954,339.75,149.2,370.5,298.4,371.75,373.0,372.0,139129.0
23.58,1.79,0.54,0,136.0,1,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,7,0,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5435897435897435,0.5367088607594936,604.1764,68.5782,27.369999999999997,8.810035842293907,21.79,37.8532,26.119999999999997,15.961038961038959,23.04,24.58,25.58,24.58,23.58,3367.4599999999996,161.57999999999998,0.17941605839416058,-112.42,0.11350691619202605,-21.79,7.7841000000000005,4.2966,4.33,1.8116883116883116,1.25,2.79,3.79,2.79,1.79,382.23,139.79,0.020364963503649636,-134.21,0.06265256305939788,-23.04,0.5519713261648745,-1.25,2.3716,1.54,2.54,1.54,0.54,210.98000000000002,138.54,0.011240875912408759,-135.46,0.04068348250610253,-23.58,0.35842293906810035,-1.79,0.6493506493506493,-0.54,1,137.0,138.0,0.0072992700729927005,-136.0,5.573637103336046,112.42,49.10394265232975,134.21,88.96103896103897,135.46,137.0,136.0,18769.0
35.25,3.165,3.75,0,680.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,13,3,1,0,1,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.358695652173913,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936,1314.0625,150.98125,40.415,8.703481392557023,32.085,172.1875,41.0,7.631578947368421,31.5,36.25,37.25,36.25,35.25,24686.25,717.25,0.05323054331864904,-644.75,0.11489655172413793,-32.085,17.347225,19.78375,8.915,0.8768421052631579,-0.585,4.165,5.165,4.165,3.165,2836.3650000000002,685.165,0.006116005873715125,-676.835,0.1310344827586207,-31.5,1.140456182472989,0.585,22.5625,4.75,5.75,4.75,3.75,3234.75,685.75,0.0069750367107195305,-676.25,0.027586206896551724,-35.25,0.24009603841536614,-3.165,0.21052631578947367,-3.75,1,681.0,682.0,0.0014684287812041115,-680.0,18.786206896551725,644.75,163.50540216086435,676.835,143.3684210526316,676.25,681.0,680.0,463761.0
28.17,11.25,0.0,0,152.0,5200,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,5,2,0,0,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.8333333333333334,0.8611111111111112,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936,850.8889000000001,357.33250000000004,41.42,2.3812244897959185,16.92,29.17,30.17,29.17,28.17,29.17,30.17,29.17,28.17,4463.01,182.17000000000002,0.19065359477124183,-123.83,0.4199520054850874,-16.92,150.0625,12.25,13.25,12.25,11.25,12.25,13.25,12.25,11.25,1874.25,165.25,0.08006535947712418,-140.75,0.03428179636612958,-28.17,0.08163265306122448,-11.25,1.0,1.0,2.0,1.0,0.0,153.0,154.0,0.006535947712418301,-152.0,0.03428179636612958,-28.17,0.08163265306122448,-11.25,1.0,0.0,1,153.0,154.0,0.006535947712418301,-152.0,5.245114844017826,123.83,12.489795918367347,140.75,153.0,152.0,153.0,152.0,23409.0
34.75,2.5,0.5,0,348.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05253623188405797,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,1,0,2,0,0,0,0,0,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.16666666666666666,0.5151515151515151,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936,1278.0625,125.125,39.25,10.214285714285714,32.25,53.625,37.25,23.833333333333332,34.25,35.75,36.75,35.75,34.75,12476.75,384.75,0.10243553008595989,-313.25,0.0979020979020979,-32.25,12.25,5.25,5.0,2.3333333333333335,2.0,3.5,4.5,3.5,2.5,1221.5,352.5,0.01002865329512894,-345.5,0.04195804195804196,-34.25,0.42857142857142855,-2.0,2.25,1.5,2.5,1.5,0.5,523.5,350.5,0.004297994269340974,-347.5,0.027972027972027972,-34.75,0.2857142857142857,-2.5,0.6666666666666666,-0.5,1,349.0,350.0,0.0028653295128939827,-348.0,9.762237762237762,313.25,99.71428571428571,345.5,232.66666666666666,347.5,349.0,348.0,121801.0
40.83,3.5,0.5,0,1160.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.08695652173913043,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,6,0,0,0,0,2,1,0.5647840531561462,0.509090909090909,0.509090909090909,0.7837837837837838,0.5151515151515151,0.9295774647887324,0.7578125,0.5609756097560976,0.725,1749.7488999999998,188.23499999999999,46.33,9.295555555555556,37.33,62.745,43.33,27.886666666666667,40.33,41.83,42.83,41.83,40.83,48564.63,1202.83,0.03602928509905254,-1119.17,0.10757829309108297,-37.33,20.25,6.75,6.0,3.0,3.0,4.5,5.5,4.5,3.5,5224.5,1165.5,0.003875968992248062,-1156.5,0.03585943103036099,-40.33,0.3333333333333333,-3.0,2.25,1.5,2.5,1.5,0.5,1741.5,1162.5,0.0012919896640826874,-1159.5,0.02390628735357399,-40.83,0.2222222222222222,-3.5,0.6666666666666666,-0.5,1,1161.0,1162.0,0.0008613264427217916,-1160.0,27.755199617499404,1119.17,258.0,1156.5,774.0,1159.5,1161.0,1160.0,1347921.0
24.5,2.415,0.0,0,120.0,0,0.3079710144927536,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,2,2,1,7,0,0,0,0,1,0.5285714285714286,0.6909090909090909,0.6909090909090909,0.5686274509803921,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936,650.25,87.0825,28.915,7.46705710102489,22.085,25.5,26.5,25.5,24.5,25.5,26.5,25.5,24.5,3085.5,146.5,0.21074380165289255,-95.5,0.13392156862745097,-22.085,11.662225,3.415,4.415,3.415,2.415,3.415,4.415,3.415,2.415,413.21500000000003,124.415,0.028223140495867768,-117.585,0.0392156862745098,-24.5,0.29282576866764276,-2.415,1.0,1.0,2.0,1.0,0.0,121.0,122.0,0.008264462809917356,-120.0,0.0392156862745098,-24.5,0.29282576866764276,-2.415,1.0,0.0,1,121.0,122.0,0.008264462809917356,-120.0,4.745098039215686,95.5,35.43191800878477,117.585,121.0,120.0,121.0,120.0,14641.0
25.42,1.125,1.29,2,200.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.5905797101449275,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,7,1,1,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.5909090909090909,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936,698.0164000000001,56.142500000000005,28.545,12.432941176470589,24.295,60.5018,28.71,11.537117903930131,24.130000000000003,79.26,29.42,8.806666666666667,23.42,5310.42,227.42000000000002,0.13144278606965176,-174.57999999999998,0.08043149129447388,-24.295,4.515625,4.86625,4.415,0.9279475982532751,-0.16500000000000004,6.375,5.125,0.7083333333333334,-0.875,427.125,203.125,0.010572139303482588,-198.875,0.08667676003028009,-24.130000000000003,1.0776470588235294,0.16500000000000004,5.2441,6.87,5.29,0.7633333333333333,-0.71,460.29,203.29,0.011393034825870648,-198.71,0.11355034065102194,-23.42,1.411764705882353,0.875,1.3100436681222707,0.71,9,603.0,204.0,0.014925373134328358,-198.0,7.607872823618471,174.57999999999998,94.58823529411765,198.875,87.77292576419214,198.71,67.0,198.0,40401.0
33.08,4.625,1.625,2,0.0,0,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0,10,3,1,1,0,0,0,0.5285714285714286,0.509090909090909,0.509090909090909,0.3333333333333333,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936,1161.4463999999998,191.7,39.705,6.058666666666666,28.455,89.46,36.705,12.982857142857142,31.455,102.24,37.08,11.36,31.08,34.08,35.08,34.08,33.08,0.16505281690140847,-28.455,31.640625,14.765625,8.25,2.142857142857143,3.0,16.875,8.625,1.875,2.625,5.625,6.625,5.625,4.625,0.07702464788732395,-31.455,0.4666666666666667,-3.0,6.890625,7.875,5.625,0.875,-0.375,2.625,3.625,2.625,1.625,0.08802816901408451,-31.08,0.5333333333333333,-2.625,1.1428571428571428,0.375,9,3.0,4.0,3.0,2.0,0.029342723004694836,-33.08,0.17777777777777778,-4.625,0.38095238095238093,-1.625,0.3333333333333333,-2.0,1.0
42.0,9.79,7.96,8,0.0,0,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.05615942028985507,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0,13,3,1,1,0,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.125,0.358695652173913,0.20175438596491227,0.2702702702702703,0.5609756097560976,0.5367088607594936,1849.0,463.96999999999997,53.79,3.9851714550509736,32.21,385.28000000000003,51.96,4.799107142857142,34.04,387.0,52.0,4.777777777777778,34.0,43.0,44.0,43.0,42.0,0.2509302325581395,-32.21,116.42409999999998,96.6784,19.75,1.2042410714285712,1.8299999999999983,97.10999999999999,19.79,1.198888888888889,1.7899999999999991,10.79,11.79,10.79,9.79,0.20837209302325582,-34.04,0.8303985171455053,-1.8299999999999983,80.28160000000001,80.64000000000001,17.96,0.9955555555555556,-0.03999999999999915,8.96,9.96,8.96,7.960000000000001,0.20930232558139536,-34.0,0.8341056533827619,-1.7899999999999991,1.0044642857142856,0.03999999999999915,81,9.0,10.0,9.0,8.0,0.023255813953488372,-42.0,0.09267840593141799,-9.79,0.11160714285714285,-7.960000000000001,0.1111111111111111,-8.0,1.0
32.25,14.0,0.0,2,160.0,1,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,2,2,5,2,0,1,0,0,1,0.5647840531561462,0.6909090909090909,0.6909090909090909,0.8333333333333334,0.8611111111111112,0.9295774647887324,0.2702702702702703,0.5609756097560976,0.5367088607594936,1105.5625,498.75,48.25,2.216666666666667,18.25,33.25,34.25,33.25,32.25,99.75,36.25,11.083333333333334,30.25,5353.25,194.25,0.20652173913043478,-127.75,0.45112781954887216,-18.25,225.0,15.0,16.0,15.0,14.0,45.0,18.0,5.0,12.0,2415.0,176.0,0.09316770186335403,-146.0,0.03007518796992481,-32.25,0.06666666666666667,-14.0,1.0,3.0,4.0,0.3333333333333333,-2.0,161.0,162.0,0.006211180124223602,-160.0,0.09022556390977443,-30.25,0.2,-12.0,3.0,2.0,9,483.0,164.0,0.018633540372670808,-158.0,4.842105263157895,127.75,10.733333333333333,146.0,161.0,160.0,53.666666666666664,158.0,25921.0
36.67,3.25,9.0,0,102.0,639,0.6920289855072463,0.7626811594202898,0.7626811594202898,0.11956521739130435,0.20471014492753623,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,1,0,10,3,1,0,1,0,0,0.5647840531561462,0.509090909090909,0.509090909090909,0.3333333333333333,0.358695652173913,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936,1419.0289,160.0975,41.92,8.863529411764706,33.42,376.70000000000005,47.67,3.7670000000000003,27.67,37.67,38.67,37.67,36.67,3880.01,140.67000000000002,0.36572815533980585,-65.33,0.1128218741704274,-33.42,18.0625,42.5,14.25,0.425,-5.75,4.25,5.25,4.25,3.25,437.75,107.25,0.0412621359223301,-98.75,0.2654632333421821,-27.67,2.3529411764705883,5.75,100.0,10.0,11.0,10.0,9.0,1030.0,113.0,0.0970873786407767,-93.0,0.02654632333421821,-36.67,0.23529411764705882,-3.25,0.1,-9.0,1,103.0,104.0,0.009708737864077669,-102.0,2.7342713034244754,65.33,24.235294117647058,98.75,10.3,93.0,103.0,102.0,10609.0
41.58,1.04,0.665,0,240.0,237,0.3079710144927536,0.7626811594202898,0.7626811594202898,0.07608695652173914,0.5905797101449275,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,7,0,0,0,0,1,0.5285714285714286,0.509090909090909,0.509090909090909,0.6,0.5909090909090909,0.9295774647887324,0.7578125,0.5609756097560976,0.5367088607594936,1813.0564,86.86319999999999,44.62,20.872549019607842,40.54,70.8957,44.245,25.573573573573572,40.915,42.58,43.58,42.58,41.58,10261.779999999999,283.58,0.1766804979253112,-198.42000000000002,0.0479098168154063,-40.54,4.1616,3.3966000000000003,3.705,1.2252252252252251,0.375,2.04,3.04,2.04,1.04,491.64,243.04,0.008464730290456432,-238.96,0.0391028651949272,-40.915,0.8161764705882353,-0.375,2.772225,1.665,2.665,1.665,0.665,401.265,242.665,0.0069087136929460585,-239.335,0.023485204321277597,-41.58,0.49019607843137253,-1.04,0.6006006006006006,-0.665,1,241.0,242.0,0.004149377593360996,-240.0,5.659934241427901,198.42000000000002,118.13725490196079,238.96,144.74474474474474,239.335,241.0,240.0,58081.0
28.75,1.5,1.5,0,0.0,225,0.6920289855072463,0.23369565217391305,0.23369565217391305,0.2210144927536232,0.5905797101449275,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,2,2,1,7,1,0,1,0,1,0.5647840531561462,0.6909090909090909,0.6909090909090909,0.5686274509803921,0.5909090909090909,0.20175438596491227,0.7578125,0.5435897435897435,0.5367088607594936,885.0625,74.375,32.25,11.9,27.25,74.375,32.25,11.9,27.25,29.75,30.75,29.75,28.75,29.75,30.75,29.75,28.75,0.08403361344537816,-27.25,6.25,6.25,5.0,1.0,0.0,2.5,3.5,2.5,1.5,2.5,3.5,2.5,1.5,0.08403361344537816,-27.25,1.0,0.0,6.25,2.5,3.5,2.5,1.5,2.5,3.5,2.5,1.5,0.03361344537815126,-28.75,0.4,-1.5,0.4,-1.5,1,1.0,2.0,1.0,0.0,0.03361344537815126,-28.75,0.4,-1.5,0.4,-1.5,1.0,0.0,1.0
