B,C,H,K,N,O,A_labelfreq_enc,D_labelfreq_enc,E_labelfreq_enc,F_labelfreq_enc,G_labelfreq_enc,I_labelfreq_enc,J_labelfreq_enc,L_labelfreq_enc,M_labelfreq_enc,A_ohe_0,A_ohe_1,D_ohe_0,D_ohe_1,D_ohe_2,E_ohe_0,E_ohe_1,E_ohe_2,F_ohe_0,F_ohe_1,F_ohe_2,F_ohe_3,F_ohe_4,F_ohe_5,F_ohe_6,F_ohe_7,F_ohe_8,F_ohe_9,F_ohe_10,F_ohe_11,F_ohe_12,F_ohe_13,G_ohe_0,G_ohe_1,G_ohe_2,G_ohe_3,G_ohe_4,G_ohe_5,G_ohe_6,G_ohe_7,G_ohe_8,I_ohe_0,I_ohe_1,J_ohe_0,J_ohe_1,L_ohe_0,L_ohe_1,M_ohe_0,M_ohe_1,M_ohe_2,A_label,D_label,E_label,F_label,G_label,I_label,J_label,L_label,M_label,P_mean_A_label,P_mean_D_label,P_mean_E_label,P_mean_F_label,P_mean_G_label,P_mean_I_label,P_mean_J_label,P_mean_L_label,P_mean_M_label,B*B,B*C,B+C,B/C,B-C,B*H,B+H,B/H,B-H,B*K,B+K,B/K,B-K,B*N,B+N,B/N,B-N,C/B,C-B,C*C,C*H,C+H,C/H,C-H,C*K,C+K,C/K,C-K,C*N,C+N,C/N,C-N,H/B,H-B,H/C,H-C,H*H,H*K,H+K,H/K,H-K,H*N,H+N,H/N,H-N,K/B,K-B,K/C,K-C,K/H,K-H,K*K,K*N,K+N,K/N,K-N,N/B,N-B,N/C,N-C,N/H,N-H,N/K,N-K,N*N
19.58,0.665,1.0,1,2000.0,2,0.3079710144927536,0.7626811594202898,0.0036231884057971015,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,6,0,1,0,0,0.5176470588235295,0.5106888361045131,0.0,0.5655737704918032,0.5,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,423.53639999999996,34.265699999999995,22.244999999999997,12.360360360360358,18.915,41.16,22.58,10.29,18.58,41.16,22.58,10.29,18.58,41180.579999999994,2021.58,0.010284857571214391,-1980.42,0.08090379008746357,-18.915,2.772225,3.33,3.665,0.8325,-0.33499999999999996,3.33,3.665,0.8325,-0.33499999999999996,3331.665,2002.665,0.0008320839580209895,-1999.335,0.09718172983479106,-18.58,1.2012012012012012,0.33499999999999996,4.0,4.0,4.0,1.0,0.0,4002.0,2003.0,0.0009995002498750624,-1999.0,0.09718172983479106,-18.58,1.2012012012012012,0.33499999999999996,1.0,0.0,4,4002.0,2003.0,0.0009995002498750624,-1999.0,97.23032069970846,1980.42,1201.8018018018017,1999.335,1000.5,1999.0,1000.5,1999.0,4004001.0
25.67,3.25,2.29,1,416.0,21,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.20471014492753623,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,3,0,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.3805309734513274,0.924812030075188,0.27467811158798283,0.5433070866141733,0.5372233400402414,711.2889000000001,113.34750000000001,30.92,6.275294117647059,22.42,87.74430000000001,29.96,8.106382978723405,23.380000000000003,53.34,28.67,13.335,24.67,11121.390000000001,443.67,0.06395683453237411,-390.33,0.15935508061492312,-22.42,18.0625,13.9825,7.54,1.2917933130699089,0.96,8.5,6.25,2.125,2.25,1772.25,421.25,0.010191846522781775,-412.75,0.12335958005249344,-23.380000000000003,0.7741176470588236,-0.96,10.8241,6.58,5.29,1.645,1.29,1371.93,420.29,0.00788968824940048,-413.71,0.07499062617172852,-24.67,0.47058823529411764,-2.25,0.60790273556231,-1.29,4,834.0,419.0,0.004796163069544364,-415.0,15.635545556805399,390.33,98.11764705882354,412.75,126.74772036474164,413.71,208.5,415.0,173889.0
24.5,1.75,0.165,0,132.0,0,0.3079710144927536,0.7626811594202898,0.0036231884057971015,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,1,1,6,0,0,0,0,0.5176470588235295,0.5106888361045131,0.0,0.5655737704918032,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414,650.25,70.125,28.25,9.272727272727273,22.75,29.7075,26.665,21.888412017167383,24.335,25.5,26.5,25.5,24.5,3391.5,158.5,0.19172932330827067,-107.5,0.10784313725490197,-22.75,7.5625,3.2037500000000003,3.915,2.360515021459227,1.585,2.75,3.75,2.75,1.75,365.75,135.75,0.020676691729323307,-130.25,0.04568627450980392,-24.335,0.42363636363636364,-1.585,1.3572250000000001,1.165,2.165,1.165,0.16500000000000004,154.945,134.165,0.008759398496240602,-131.835,0.0392156862745098,-24.5,0.36363636363636365,-1.75,0.8583690987124464,-0.16500000000000004,1,133.0,134.0,0.007518796992481203,-132.0,5.215686274509804,107.5,48.36363636363637,130.25,114.16309012875536,131.835,133.0,132.0,17689.0
28.17,1.5,0.0,2,200.0,105,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,0,5,2,0,1,1,0,0.5176470588235295,0.0,0.5106888361045131,0.8604651162790697,0.8478260869565217,0.924812030075188,0.27467811158798283,0.5433070866141733,0.5372233400402414,850.8889000000001,72.92500000000001,31.67,11.668000000000001,26.67,29.17,30.17,29.17,28.17,87.51,32.17,9.723333333333334,26.17,5863.17,230.17000000000002,0.14512437810945275,-171.82999999999998,0.08570449091532396,-26.67,6.25,2.5,3.5,2.5,1.5,7.5,5.5,0.8333333333333334,-0.5,502.5,203.5,0.012437810945273632,-198.5,0.03428179636612958,-28.17,0.4,-1.5,1.0,3.0,4.0,0.3333333333333333,-2.0,201.0,202.0,0.004975124378109453,-200.0,0.10284538909838875,-26.17,1.2,0.5,3.0,2.0,9,603.0,204.0,0.014925373134328358,-198.0,6.890641069592046,171.82999999999998,80.4,198.5,201.0,200.0,67.0,198.0,40401.0
27.25,1.585,1.835,12,583.0,713,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,2,3,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.2413793103448276,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,798.0625,73.02625,30.835,10.9284332688588,25.665,80.08875,31.085,9.964726631393297,25.415,367.25,41.25,2.173076923076923,15.25,16498.0,612.25,0.048373287671232876,-555.75,0.09150442477876106,-25.665,6.682225,7.328475,5.42,0.9118165784832452,-0.25,33.605,15.585,0.19884615384615384,-10.415,1509.6399999999999,586.585,0.004426369863013698,-581.415,0.10035398230088495,-25.415,1.0967117988394584,0.25,8.037225,36.855,15.835,0.21807692307692308,-10.165,1655.6399999999999,586.835,0.004854452054794521,-581.165,0.46017699115044247,-15.25,5.029013539651838,10.415,4.585537918871252,10.165,169,7592.0,597.0,0.02226027397260274,-571.0,20.672566371681416,555.75,225.91876208897486,581.415,205.99647266313934,581.165,44.92307692307692,571.0,341056.0
22.08,11.46,1.585,0,100.0,1212,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07246376811594203,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,8,6,0,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.725,0.5,0.924812030075188,0.7554858934169278,0.5433070866141733,0.5372233400402414,532.6863999999999,287.5768,35.54,1.8523274478330656,10.619999999999997,59.66179999999999,25.665,8.9284332688588,20.494999999999997,23.08,24.08,23.08,22.08,2331.08,124.08,0.2285148514851485,-77.92,0.5398613518197575,-10.619999999999997,155.25160000000002,32.2091,15.045000000000002,4.820116054158608,9.875,12.46,13.46,12.46,11.46,1258.46,113.46000000000001,0.12336633663366338,-88.53999999999999,0.11200173310225305,-20.494999999999997,0.20746388443017655,-9.875,6.682225,2.585,3.585,2.585,1.585,261.085,103.585,0.025594059405940593,-98.415,0.043327556325823226,-22.08,0.08025682182985554,-11.46,0.3868471953578337,-1.585,1,101.0,102.0,0.009900990099009901,-100.0,4.3760831889081455,77.92,8.10593900481541,88.53999999999999,39.071566731141196,98.415,101.0,100.0,10201.0
38.58,5.0,13.5,0,980.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,2,6,1,0,1,0,0.5176470588235295,0.0,0.5106888361045131,0.2413793103448276,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.5372233400402414,1566.5764,237.48,45.58,6.596666666666667,33.58,573.91,54.08,2.729655172413793,25.08,39.58,40.58,39.58,38.58,38827.979999999996,1020.58,0.040346585117227315,-941.42,0.15159171298635676,-33.58,36.0,87.0,20.5,0.41379310344827586,-8.5,6.0,7.0,6.0,5.0,5886.0,987.0,0.0061162079510703364,-975.0,0.3663466397170288,-25.08,2.4166666666666665,8.5,210.25,14.5,15.5,14.5,13.5,14224.5,995.5,0.014780835881753314,-966.5,0.025265285497726126,-38.58,0.16666666666666666,-5.0,0.06896551724137931,-13.5,1,981.0,982.0,0.0010193679918450561,-980.0,24.78524507326933,941.42,163.5,975.0,67.65517241379311,966.5,981.0,980.0,962361.0
17.42,6.5,0.125,0,60.0,100,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,6,6,0,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.7446808510638298,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414,339.29640000000006,138.15,25.92,2.4560000000000004,10.920000000000002,20.722500000000004,19.545,16.373333333333335,17.295,18.42,19.42,18.42,17.42,1123.6200000000001,79.42,0.3019672131147541,-42.58,0.4071661237785016,-10.920000000000002,56.25,8.4375,8.625,6.666666666666667,6.375,7.5,8.5,7.5,6.5,457.5,68.5,0.12295081967213115,-53.5,0.06107491856677524,-17.295,0.15,-6.375,1.265625,1.125,2.125,1.125,0.125,68.625,62.125,0.018442622950819672,-59.875,0.054288816503800214,-17.42,0.13333333333333333,-6.5,0.8888888888888888,-0.125,1,61.0,62.0,0.01639344262295082,-60.0,3.311617806731813,42.58,8.133333333333333,53.5,54.22222222222222,59.875,61.0,60.0,3721.0
39.08,4.0,3.0,0,480.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.0036231884057971015,0.48188405797101447,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,1,6,0,0,0,0,0.5176470588235295,0.0,0.5106888361045131,0.5655737704918032,0.5,0.924812030075188,0.7554858934169278,0.5604026845637584,0.5372233400402414,1606.4063999999998,200.39999999999998,45.08,8.016,35.08,160.32,44.08,10.02,36.08,40.08,41.08,40.08,39.08,19278.48,521.08,0.08332640332640333,-440.92,0.12475049900199602,-35.08,25.0,20.0,9.0,1.25,1.0,5.0,6.0,5.0,4.0,2405.0,486.0,0.010395010395010396,-476.0,0.0998003992015968,-36.08,0.8,-1.0,16.0,4.0,5.0,4.0,3.0,1924.0,485.0,0.008316008316008316,-477.0,0.0249500998003992,-39.08,0.2,-4.0,0.25,-3.0,1,481.0,482.0,0.002079002079002079,-480.0,12.000998003992017,440.92,96.2,476.0,120.25,477.0,481.0,480.0,231361.0
25.67,12.5,1.21,67,140.0,258,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,2,6,1,1,1,0,0.5680628272251309,0.0,0.5106888361045131,0.2413793103448276,0.5,0.2062937062937063,0.27467811158798283,0.5433070866141733,0.5372233400402414,711.2889000000001,360.045,40.17,1.9755555555555557,13.170000000000002,58.9407,28.880000000000003,12.067873303167422,24.46,1813.5600000000002,94.67,0.3922058823529412,-41.33,3760.4700000000003,167.67000000000002,0.18914893617021278,-114.33,0.5061867266591675,-13.170000000000002,182.25,29.835,15.71,6.108597285067874,11.29,918.0,81.5,0.19852941176470587,-54.5,1903.5,154.5,0.09574468085106383,-127.5,0.08286464191976002,-24.46,0.1637037037037037,-11.29,4.8841,150.28,70.21,0.0325,-65.79,311.61,143.21,0.015673758865248227,-138.79,2.54968128983877,41.33,5.037037037037037,54.5,30.76923076923077,65.79,4624,9588.0,209.0,0.48226950354609927,-73.0,5.286839145106861,114.33,10.444444444444445,127.5,63.800904977375566,138.79,2.073529411764706,73.0,19881.0
32.33,0.54,0.04,0,440.0,11177,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.05253623188405797,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,2,6,1,0,0,0,0.5176470588235295,0.0,0.5106888361045131,0.2413793103448276,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414,1110.8889,51.328199999999995,34.87,21.642857142857142,31.79,34.663199999999996,34.37,32.04807692307692,32.29,33.33,34.33,33.33,32.33,14698.529999999999,474.33,0.075578231292517,-407.67,0.04620462046204621,-31.79,2.3716,1.6016000000000001,2.58,1.4807692307692308,0.5,1.54,2.54,1.54,0.54,679.14,442.54,0.003492063492063492,-439.46,0.031203120312031207,-32.29,0.6753246753246753,-0.5,1.0816000000000001,1.04,2.04,1.04,0.040000000000000036,458.64000000000004,442.04,0.00235827664399093,-439.96,0.030003000300030006,-32.33,0.6493506493506493,-0.54,0.9615384615384615,-0.040000000000000036,1,441.0,442.0,0.0022675736961451248,-440.0,13.231323132313232,407.67,286.3636363636364,439.46,424.03846153846155,439.96,441.0,440.0,194481.0
26.92,2.25,0.5,0,640.0,4000,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.08514492753623189,0.08514492753623189,0.48188405797101447,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,6,0,0,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.7446808510638298,0.5319148936170213,0.924812030075188,0.7554858934169278,0.5433070866141733,0.5372233400402414,779.5264000000001,90.74000000000001,31.17,8.590769230769231,24.67,41.88,29.42,18.613333333333333,26.42,27.92,28.92,27.92,26.92,17896.72,668.92,0.04355694227769111,-613.08,0.11640401146131804,-24.67,10.5625,4.875,4.75,2.1666666666666665,1.75,3.25,4.25,3.25,2.25,2083.25,644.25,0.005070202808112325,-637.75,0.053724928366762174,-26.42,0.46153846153846156,-1.75,2.25,1.5,2.5,1.5,0.5,961.5,642.5,0.00234009360374415,-639.5,0.03581661891117478,-26.92,0.3076923076923077,-2.25,0.6666666666666666,-0.5,1,641.0,642.0,0.0015600624024961,-640.0,22.958452722063036,613.08,197.23076923076923,637.75,427.3333333333333,639.5,641.0,640.0,410881.0
18.83,9.54,0.085,0,100.0,0,0.3079710144927536,0.0036231884057971015,0.7626811594202898,0.07608695652173914,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,6,1,0,0,0,0.5176470588235295,0.0,0.5106888361045131,0.6190476190476191,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414,393.22889999999995,209.00819999999996,30.369999999999997,1.881404174573055,9.29,21.515549999999998,20.915,18.276497695852534,18.744999999999997,19.83,20.83,19.83,18.83,2002.83,120.83,0.19633663366336632,-81.17,0.5315179021684316,-9.29,111.09159999999999,11.435899999999998,11.625,9.714285714285714,9.454999999999998,10.54,11.54,10.54,9.54,1064.54,111.53999999999999,0.10435643564356435,-90.46000000000001,0.05471507816439738,-18.744999999999997,0.10294117647058824,-9.454999999999998,1.177225,1.085,2.085,1.085,0.08499999999999996,109.585,102.085,0.010742574257425742,-99.915,0.05042864346949068,-18.83,0.09487666034155598,-9.54,0.9216589861751152,-0.08499999999999996,1,101.0,102.0,0.009900990099009901,-100.0,5.093292990418558,81.17,9.582542694497155,90.46000000000001,93.08755760368663,99.915,101.0,100.0,10201.0
19.58,0.585,0.0,3,350.0,769,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07789855072463768,0.08333333333333333,0.48188405797101447,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,5,2,0,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.8604651162790697,0.8478260869565217,0.924812030075188,0.27467811158798283,0.5604026845637584,0.5372233400402414,423.53639999999996,32.619299999999996,22.165,12.984227129337539,18.994999999999997,20.58,21.58,20.58,19.58,82.32,24.58,5.145,16.58,7223.579999999999,371.58,0.05863247863247863,-330.42,0.07701652089407192,-18.994999999999997,2.512225,1.585,2.585,1.585,0.585,6.34,5.585,0.39625,-2.415,556.335,352.585,0.004515669515669516,-349.415,0.04859086491739553,-19.58,0.6309148264984227,-0.585,1.0,4.0,5.0,0.25,-3.0,351.0,352.0,0.002849002849002849,-350.0,0.19436345966958213,-16.58,2.5236593059936907,2.415,4.0,3.0,16,1404.0,355.0,0.011396011396011397,-347.0,17.05539358600583,330.42,221.45110410094637,349.415,351.0,350.0,87.75,347.0,123201.0
24.83,2.75,2.25,6,152.0,600,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.0036231884057971015,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,1,6,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.5,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,667.1888999999999,96.8625,29.58,6.888,22.08,83.94749999999999,29.08,7.947692307692307,22.58,180.81,32.83,3.69,18.83,3951.99,178.82999999999998,0.1688235294117647,-127.17,0.14518002322880372,-22.08,14.0625,12.1875,7.0,1.1538461538461537,0.5,26.25,10.75,0.5357142857142857,-3.25,573.75,156.75,0.024509803921568627,-149.25,0.12582268679829656,-22.58,0.8666666666666667,-0.5,10.5625,22.75,10.25,0.4642857142857143,-3.75,497.25,156.25,0.021241830065359478,-149.75,0.2710027100271003,-18.83,1.8666666666666667,3.25,2.1538461538461537,3.75,49,1071.0,160.0,0.0457516339869281,-146.0,5.923344947735192,127.17,40.8,149.25,47.07692307692308,149.75,21.857142857142858,146.0,23409.0
45.17,1.5,2.5,0,140.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.2210144927536232,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.4601449275362319,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,6,1,0,1,0,0.5680628272251309,0.0,0.5106888361045131,0.5655737704918032,0.5,0.2062937062937063,0.7554858934169278,0.5433070866141733,0.5372233400402414,2131.6689,115.42500000000001,48.67,18.468,43.67,161.595,49.67,13.191428571428572,42.67,46.17,47.17,46.17,45.17,6509.97,187.17000000000002,0.3274468085106383,-94.83,0.054147714966428416,-43.67,6.25,8.75,6.0,0.7142857142857143,-1.0,2.5,3.5,2.5,1.5,352.5,143.5,0.01773049645390071,-138.5,0.07580680095299978,-42.67,1.4,1.0,12.25,3.5,4.5,3.5,2.5,493.5,144.5,0.024822695035460994,-137.5,0.021659085986571364,-45.17,0.4,-1.5,0.2857142857142857,-2.5,1,141.0,142.0,0.0070921985815602835,-140.0,3.0539311241065628,94.83,56.4,138.5,40.285714285714285,137.5,141.0,140.0,19881.0
57.42,8.5,7.0,3,0.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.03260869565217391,0.20471014492753623,0.5181159420289855,0.4221014492753623,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,4,3,1,1,0,0,0.5680628272251309,0.0,0.5106888361045131,0.3888888888888889,0.3805309734513274,0.2062937062937063,0.27467811158798283,0.5604026845637584,0.5372233400402414,3412.8964,554.99,67.92,6.149473684210527,48.92,467.36,66.42,7.3025,50.42,233.68,62.42,14.605,54.42,58.42,59.42,58.42,57.42,0.1626155426223896,-48.92,90.25,76.0,17.5,1.1875,1.5,38.0,13.5,2.375,5.5,9.5,10.5,9.5,8.5,0.13693940431359122,-50.42,0.8421052631578947,-1.5,64.0,32.0,12.0,2.0,4.0,8.0,9.0,8.0,7.0,0.06846970215679561,-54.42,0.42105263157894735,-5.5,0.5,-4.0,16,4.0,5.0,4.0,3.0,0.017117425539198903,-57.42,0.10526315789473684,-8.5,0.125,-7.0,0.25,-3.0,1.0
41.58,1.75,0.21,0,160.0,0,0.6920289855072463,0.0036231884057971015,0.7626811594202898,0.07246376811594203,0.0036231884057971015,0.5181159420289855,0.5778985507246377,0.5398550724637681,0.9003623188405797,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,8,6,1,0,0,0,0.5680628272251309,0.0,0.5106888361045131,0.725,0.5,0.2062937062937063,0.7554858934169278,0.5604026845637584,0.5372233400402414,1813.0564,117.095,45.33,15.483636363636363,39.83,51.5218,43.79,35.1900826446281,41.37,42.58,43.58,42.58,41.58,6855.38,203.57999999999998,0.264472049689441,-118.42,0.06458431188351339,-39.83,7.5625,3.3274999999999997,3.96,2.272727272727273,1.54,2.75,3.75,2.75,1.75,442.75,163.75,0.017080745341614908,-158.25,0.02841709722874589,-41.37,0.44,-1.54,1.4641,1.21,2.21,1.21,0.20999999999999996,194.81,162.21,0.007515527950310559,-159.79,0.023485204321277597,-41.58,0.36363636363636365,-1.75,0.8264462809917356,-0.20999999999999996,1,161.0,162.0,0.006211180124223602,-160.0,3.781117895725693,118.42,58.54545454545455,158.25,133.05785123966942,159.79,161.0,160.0,25921.0
